date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:18:21	19386/19386	---M--	200	added ('OK')	image/png	etag:%2259cea577-4bba%22	https://s.tmimgcdn.com/img/logo-touch/android-chrome-192.png?d=fd37f38	D:/EMPRESA/odomed2/s.tmimgcdn.com/img/logo-touch/android-chrome-1924b94.png	(from https://www.templatemonster.com/es/demo/65764.html)
23:18:21	18379/18379	---M--	200	added ('OK')	image/png	etag:%2259cea577-47cb%22	https://s.tmimgcdn.com/img/logo-touch/apple-touch-icon-precomposed.png?d=fd37f38	D:/EMPRESA/odomed2/s.tmimgcdn.com/img/logo-touch/apple-touch-icon-precomposed4b94.png	(from https://www.templatemonster.com/es/demo/65764.html)
23:18:21	17305/17305	---M--	200	added ('OK')	image/png	etag:%2259cea577-4399%22	https://s.tmimgcdn.com/img/logo-touch/apple-touch-icon-180.png?d=fd37f38	D:/EMPRESA/odomed2/s.tmimgcdn.com/img/logo-touch/apple-touch-icon-1804b94.png	(from https://www.templatemonster.com/es/demo/65764.html)
23:18:22	13193/13193	---M--	200	added ('OK')	image/png	etag:%2259cea577-3389%22	https://s.tmimgcdn.com/img/logo-touch/apple-touch-icon-152.png?d=fd37f38	D:/EMPRESA/odomed2/s.tmimgcdn.com/img/logo-touch/apple-touch-icon-1524b94.png	(from https://www.templatemonster.com/es/demo/65764.html)
23:18:22	12220/12220	---M--	200	added ('OK')	image/png	etag:%2259cea577-2fbc%22	https://s.tmimgcdn.com/img/logo-touch/apple-touch-icon-144.png?d=fd37f38	D:/EMPRESA/odomed2/s.tmimgcdn.com/img/logo-touch/apple-touch-icon-1444b94.png	(from https://www.templatemonster.com/es/demo/65764.html)
23:18:22	9395/9395	---M--	200	added ('OK')	image/png	etag:%2259cea577-24b3%22	https://s.tmimgcdn.com/img/logo-touch/apple-touch-icon-120.png?d=fd37f38	D:/EMPRESA/odomed2/s.tmimgcdn.com/img/logo-touch/apple-touch-icon-1204b94.png	(from https://www.templatemonster.com/es/demo/65764.html)
23:18:22	8875/8875	---M--	200	added ('OK')	image/png	etag:%2259cea577-22ab%22	https://s.tmimgcdn.com/img/logo-touch/apple-touch-icon-114.png?d=fd37f38	D:/EMPRESA/odomed2/s.tmimgcdn.com/img/logo-touch/apple-touch-icon-1144b94.png	(from https://www.templatemonster.com/es/demo/65764.html)
23:18:22	5127/5127	---M--	200	added ('OK')	image/png	etag:%2259cea577-1407%22	https://s.tmimgcdn.com/img/logo-touch/apple-touch-icon-76.png?d=fd37f38	D:/EMPRESA/odomed2/s.tmimgcdn.com/img/logo-touch/apple-touch-icon-764b94.png	(from https://www.templatemonster.com/es/demo/65764.html)
23:18:23	4724/4724	---M--	200	added ('OK')	image/png	etag:%2259cea577-1274%22	https://s.tmimgcdn.com/img/logo-touch/apple-touch-icon-72.png?d=fd37f38	D:/EMPRESA/odomed2/s.tmimgcdn.com/img/logo-touch/apple-touch-icon-724b94.png	(from https://www.templatemonster.com/es/demo/65764.html)
23:18:23	3748/3748	---M--	200	added ('OK')	image/png	etag:%2259cea577-ea4%22	https://s.tmimgcdn.com/img/logo-touch/apple-touch-icon-60.png?d=fd37f38	D:/EMPRESA/odomed2/s.tmimgcdn.com/img/logo-touch/apple-touch-icon-604b94.png	(from https://www.templatemonster.com/es/demo/65764.html)
23:18:23	3518/3518	---M--	200	added ('OK')	image/png	etag:%2259cea577-dbe%22	https://s.tmimgcdn.com/img/logo-touch/apple-touch-icon-57.png?d=fd37f38	D:/EMPRESA/odomed2/s.tmimgcdn.com/img/logo-touch/apple-touch-icon-574b94.png	(from https://www.templatemonster.com/es/demo/65764.html)
23:18:24	6888/6888	---MCZ	200	added ('OK')	text/css	etag:W/%22574836bf-1ae8%22	https://s.tmimgcdn.com/css/owl.carousel.css?d=6a05089	D:/EMPRESA/odomed2/s.tmimgcdn.com/css/owl.carousel6135.css	(from https://www.templatemonster.com/es/demo/65764.html)
23:18:24	1157859/1157859	---MCZ	200	added ('OK')	text/css	etag:W/%225a1d1e75-11aae3%22	https://s.tmimgcdn.com/css/standalone/livedemo.css?d=6a05089	D:/EMPRESA/odomed2/s.tmimgcdn.com/css/standalone/livedemo6135.css	(from https://www.templatemonster.com/es/demo/65764.html)
23:18:26	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2029%20Dec%202017%2004:18:26%20GMT	http://www.googletagmanager.com/gtm.js?id=	D:/EMPRESA/odomed2/www.googletagmanager.com/gtm.175445.delayed	(from https://www.templatemonster.com/es/demo/65764.html)
23:18:26	171/171	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2029%20Dec%202017%2004:18:27%20GMT	https://www.templatemonster.com/es/demo/callback_notice=closed;%20expires=03%20Jul%202036%2021:44:38%20GMT;%20domain=.templatemonster.com;%20path=/	D:/EMPRESA/odomed2/www.templatemonster.com/es/demo/callback_notice=closed;%20expires=03%20Jul%202036%2021_44_38%20GMT;%20domain=.templatemonster.com;%20path=/index.html	(from https://www.templatemonster.com/es/demo/65764.html)
23:18:26	1587/1587	---MCZ	200	added ('OK')	text/css	etag:W/%225458a905-633%22	https://s.tmimgcdn.com/css/owl.theme.css?d=6a05089	D:/EMPRESA/odomed2/s.tmimgcdn.com/css/owl.theme6135.css	(from https://www.templatemonster.com/es/demo/65764.html)
23:18:26	809/809	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22592d735d-329%22	https://s.tmimgcdn.com/js/tm/frontend/indclude-js.min.js?d=0534616	D:/EMPRESA/odomed2/s.tmimgcdn.com/js/tm/frontend/indclude-js.minbf77.js	(from https://www.templatemonster.com/es/demo/65764.html)
23:18:27	1856/1856	---MCZ	200	added ('OK')	application/x-javascript	date:Fri,%2029%20Dec%202017%2004:18:28%20GMT	https://www.templatemonster.com/es/js/config.js	D:/EMPRESA/odomed2/www.templatemonster.com/es/js/config.js	(from https://www.templatemonster.com/es/demo/65764.html)
23:18:28	773953/773953	---MCZ	200	added ('OK')	text/css	etag:W/%225922f216-bcf41%22	https://s.tmimgcdn.com/css/svg-icons.css?d=6a05089	D:/EMPRESA/odomed2/s.tmimgcdn.com/css/svg-icons6135.css	(from https://www.templatemonster.com/es/demo/65764.html)
23:18:28	1064/1064	---MCZ	200	added ('OK')	text/css	etag:W/%22584fcea5-428%22	https://s.tmimgcdn.com/css/font.css	D:/EMPRESA/odomed2/s.tmimgcdn.com/css/font.css	(from https://s.tmimgcdn.com/css/standalone/livedemo.css?d=6a05089)
23:18:28	1563276/1563276	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225a40ce2a-17da8c%22	https://s.tmimgcdn.com/js/plasma-pocket-react/monsterBundle.js?d=0534616	D:/EMPRESA/odomed2/s.tmimgcdn.com/js/plasma-pocket-react/monsterBundlebf77.js	(from https://www.templatemonster.com/es/demo/65764.html)
23:18:29	48736/48736	---MCZ	200	added ('OK')	text/css	etag:W/%2257d7c1b5-be60%22	https://s.tmimgcdn.com/css/bootstrap.css	D:/EMPRESA/odomed2/s.tmimgcdn.com/css/bootstrap.css	(from https://s.tmimgcdn.com/css/standalone/livedemo.css?d=6a05089)
23:18:29	2832/2832	---M--	200	added ('OK')	image/png	etag:%225a1d1e75-b10%22	https://s.tmimgcdn.com/img/segmentation-popup/window.png	D:/EMPRESA/odomed2/s.tmimgcdn.com/img/segmentation-popup/window.png	(from https://s.tmimgcdn.com/css/standalone/livedemo.css?d=6a05089)
23:18:29	3959/3959	---M--	200	added ('OK')	image/png	etag:%225a1d1e75-f77%22	https://s.tmimgcdn.com/img/segmentation-popup/pen.png	D:/EMPRESA/odomed2/s.tmimgcdn.com/img/segmentation-popup/pen.png	(from https://s.tmimgcdn.com/css/standalone/livedemo.css?d=6a05089)
23:18:30	3279/3279	---M--	200	added ('OK')	image/png	etag:%225a1d1e75-ccf%22	https://s.tmimgcdn.com/img/segmentation-popup/bag.png	D:/EMPRESA/odomed2/s.tmimgcdn.com/img/segmentation-popup/bag.png	(from https://s.tmimgcdn.com/css/standalone/livedemo.css?d=6a05089)
23:18:30	4366/4366	---M--	200	added ('OK')	image/png	etag:%225a1d1e75-110e%22	https://s.tmimgcdn.com/img/segmentation-popup/gear.png	D:/EMPRESA/odomed2/s.tmimgcdn.com/img/segmentation-popup/gear.png	(from https://s.tmimgcdn.com/css/standalone/livedemo.css?d=6a05089)
23:18:30	6914/6914	---M--	200	added ('OK')	image/png	etag:%225a1d1e75-1b02%22	https://s.tmimgcdn.com/img/segmentation-popup/triangles.png	D:/EMPRESA/odomed2/s.tmimgcdn.com/img/segmentation-popup/triangles.png	(from https://s.tmimgcdn.com/css/standalone/livedemo.css?d=6a05089)
23:18:30	1867/1867	---M--	200	added ('OK')	image/png	etag:%225a1d1e75-74b%22	https://s.tmimgcdn.com/img/segmentation-popup/check.png	D:/EMPRESA/odomed2/s.tmimgcdn.com/img/segmentation-popup/check.png	(from https://s.tmimgcdn.com/css/standalone/livedemo.css?d=6a05089)
23:18:30	2608/2608	---M--	200	added ('OK')	image/gif	etag:%225458a905-a30%22	https://s.tmimgcdn.com/img/small-spinner.gif	D:/EMPRESA/odomed2/s.tmimgcdn.com/img/small-spinner.gif	(from https://s.tmimgcdn.com/css/owl.theme.css?d=6a05089)
23:18:32	171/171	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2029%20Dec%202017%2004:18:33%20GMT	https://www.templatemonster.com/es/demo/require	D:/EMPRESA/odomed2/www.templatemonster.com/es/demo/require	(from https://s.tmimgcdn.com/js/plasma-pocket-react/monsterBundle.js?d=0534616)
23:18:33	5468/5468	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Dec%202017%2004:18:33%20GMT	https://www.templatemonster.com/es/demo/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	D:/EMPRESA/odomed2/www.templatemonster.com/es/demo/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from https://s.tmimgcdn.com/js/plasma-pocket-react/monsterBundle.js?d=0534616)
23:18:34	5468/5468	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Dec%202017%2004:18:34%20GMT	https://www.templatemonster.com/es/demo/require/	D:/EMPRESA/odomed2/www.templatemonster.com/es/demo/require/index.html	(from https://s.tmimgcdn.com/js/plasma-pocket-react/monsterBundle.js?d=0534616)
23:18:34	5468/5468	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Dec%202017%2004:18:35%20GMT	https://www.templatemonster.com/es/demo/$&/	D:/EMPRESA/odomed2/www.templatemonster.com/es/demo/$&/index.html	(from https://s.tmimgcdn.com/js/plasma-pocket-react/monsterBundle.js?d=0534616)
23:18:34	5468/5468	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Dec%202017%2004:18:35%20GMT	https://www.templatemonster.com/es/demo/@@History/	D:/EMPRESA/odomed2/www.templatemonster.com/es/demo/@@History/index.html	(from https://s.tmimgcdn.com/js/plasma-pocket-react/monsterBundle.js?d=0534616)
